customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity
2486,40,21-12-2024,0,1,3,504,2,986.19,1
7822,41,26-05-2024,0,1,5,341,3,450.96,4
7304,42,16-11-2024,1,0,3,98,1,384.67,4
4190,43,20-07-2024,0,0,1,250,5,464.23,4
1611,44,03-07-2024,0,1,0,621,7,829.96,1
9735,45,08-12-2024,2,1,1,733,0,344.48,3
5010,46,09-09-2024,0,0,4,277,2,1113.7,1
9037,47,28-03-2024,0,1,4,626,1,601.67,2
7100,48,12-04-2024,1,1,3,895,6,420.59,2
8004,49,31-08-2024,1,1,1,98,3,1472.25,1
7838,50,01-01-2024,0,0,1,338,2,1963.8,4
2751,51,25-02-2024,2,0,3,5,1,324.28,3
4274,52,28-01-2024,1,0,3,149,1,182.24,4
5200,53,17-09-2024,0,1,4,737,1,312.41,4
5479,54,10-06-2024,0,1,1,735,6,1369.26,4
1394,55,05-01-2024,2,0,4,838,6,488.23,2
5918,56,27-09-2024,0,1,4,561,5,625.98,1
2388,57,27-08-2024,1,0,3,864,1,162.17,2
7689,58,19-09-2024,0,1,3,658,7,1003.8,4
7146,59,29-02-2024,0,1,4,106,7,752.04,2
9301,60,15-11-2024,1,0,3,418,3,1493.22,2
7702,61,06-03-2024,2,0,4,351,3,702.87,2
4299,62,27-07-2024,0,0,5,85,0,228.95,1
9706,63,23-07-2024,0,0,1,109,0,509.21,4
4697,64,20-03-2024,1,1,1,856,0,544.5,3
3932,65,17-05-2024,1,0,1,839,7,1191.35,3
9148,66,20-01-2024,1,1,0,878,5,1130.83,3
4333,67,21-06-2024,0,1,0,406,5,311.68,2
1687,68,04-09-2024,2,0,2,333,2,1622.05,4
5225,69,22-04-2024,0,0,2,817,3,830.16,3
8160,70,15-07-2024,0,0,3,169,4,377.62,1
2705,71,14-12-2024,0,1,0,408,0,956.9,4
5166,72,26-03-2024,0,1,5,678,4,453.27,2
2169,73,16-04-2024,1,0,0,81,0,766.88,1
7177,74,13-02-2024,0,0,1,239,4,494.63,4
5280,75,16-07-2024,1,1,1,321,4,361.94,3
3971,76,15-03-2024,0,0,4,887,5,1001.55,1
3041,77,07-11-2024,0,0,2,873,7,205.08,3
6079,78,16-04-2024,1,0,0,209,3,1148.23,1
7027,79,30-08-2024,1,0,3,787,5,880.53,2
9461,80,10-03-2024,0,1,1,550,1,240.22,2
4933,81,27-04-2024,0,1,3,461,3,717.73,1
2446,82,03-03-2024,1,0,2,185,2,1576.25,4
8493,83,20-07-2024,1,0,0,295,5,467.97,3
6667,84,11-01-2024,1,1,0,492,5,1155.56,2
7301,85,31-01-2024,1,0,4,147,1,266.92,3
1874,86,02-07-2024,0,1,1,421,0,194.94,2
3810,87,18-07-2024,2,1,4,123,2,1894.89,2
7909,88,30-04-2024,0,1,5,78,6,1392.83,4
8489,89,06-06-2024,0,0,0,139,5,811.02,3
4916,90,01-06-2024,1,1,1,679,7,267.27,3
8242,91,03-10-2024,0,0,5,478,7,537.22,3
8574,92,11-06-2024,1,1,5,741,0,713.73,4
4486,93,05-11-2024,0,1,5,628,0,326.38,1
9081,94,20-03-2024,1,1,2,41,5,1299.26,3
3594,95,13-03-2024,1,0,5,266,2,1315.98,2
3155,96,27-05-2024,1,1,4,306,0,712.19,1
7141,97,30-01-2024,1,1,2,884,2,1872.33,4
6730,98,01-09-2024,0,0,2,538,7,850.72,1
2257,99,22-05-2024,1,1,2,419,1,412.72,1
8493,100,13-05-2024,1,1,5,840,0,988.76,1
2798,101,13-07-2024,1,1,0,535,2,1855.47,3
8243,102,30-01-2024,0,0,5,659,5,1311.93,4
1066,103,17-05-2024,0,1,1,481,5,845.68,4
8170,104,20-12-2024,0,0,2,364,0,155.36,3
8081,105,17-08-2024,1,1,3,693,3,884.9,1
8022,106,28-07-2024,1,1,2,328,5,1156.58,3
6982,107,03-07-2024,2,0,5,841,1,646.87,4
5243,108,20-06-2024,1,1,2,299,0,605.61,2
7345,109,07-12-2024,1,1,5,761,0,549.85,3
3493,110,05-12-2024,1,0,5,66,5,1289.36,2
8025,111,29-05-2024,0,0,5,462,6,317.14,2
6000,112,03-12-2024,1,1,4,432,3,1490.71,3
5129,113,31-01-2024,1,1,1,843,1,346.05,2
5549,114,26-04-2024,0,0,2,335,4,445.17,3
6118,115,20-04-2024,0,1,2,376,0,297.9,3
1335,116,11-09-2024,0,0,3,55,3,1168.82,1
2258,117,09-08-2024,1,0,1,66,0,342.89,2
3209,118,21-06-2024,0,1,3,504,7,504.35,2
2030,119,03-04-2024,0,0,2,119,5,415.02,1
4956,120,04-07-2024,0,1,1,301,3,1499.58,1
7014,121,08-04-2024,1,0,0,855,5,772.57,3
6889,122,30-06-2024,1,0,4,261,7,217.59,1
5239,123,03-05-2024,2,1,1,845,6,625.89,1
8694,124,20-11-2024,1,0,0,376,6,652.85,4
6086,125,29-09-2024,0,1,1,821,3,982.23,4
1712,126,04-03-2024,0,1,5,314,2,832.56,4
7884,127,09-12-2024,1,1,1,675,2,1910.48,1
6170,128,28-08-2024,1,1,1,134,1,107.69,4
6711,129,07-05-2024,1,1,3,610,2,981.34,4
6087,130,12-07-2024,0,0,1,300,4,204.24,1
5981,131,12-03-2024,2,1,1,753,5,237.08,1
1815,132,18-01-2024,0,0,1,409,0,482.79,3
6032,133,02-06-2024,1,1,2,400,4,119.85,3
8153,134,12-10-2024,1,1,2,585,1,196.81,3
3735,135,08-05-2024,1,0,2,492,1,157.38,1
6424,136,20-05-2024,1,1,2,496,2,1594.29,3
1277,137,27-12-2024,1,0,3,807,5,403.3,2
4127,138,26-12-2024,1,1,1,666,2,1425.39,2
4930,139,18-06-2024,1,0,1,51,6,1922,4
9843,140,17-01-2024,0,0,3,857,1,189.57,4
2931,141,04-09-2024,0,1,2,506,3,1207.13,4
3488,142,17-09-2024,1,1,1,62,4,289.18,2
4676,143,29-11-2024,1,1,0,342,7,356.93,4
9932,144,12-12-2024,1,1,5,17,2,943.38,1
8679,145,17-08-2024,1,1,2,499,4,55.65,3
1312,146,09-02-2024,0,1,5,566,6,1103.54,3
3105,147,01-04-2024,1,1,3,860,0,217.58,3
8394,148,18-09-2024,2,0,0,608,4,273.63,1
1524,149,09-08-2024,0,1,2,706,2,978.16,4
8700,150,08-06-2024,0,0,5,726,4,285.21,3
3532,151,26-05-2024,0,1,1,428,4,64.08,1
9257,152,15-09-2024,1,1,4,351,6,652.34,1
3642,153,03-06-2024,0,1,0,612,2,1401.02,3
4908,154,26-02-2024,1,1,1,64,0,972.14,1
6956,155,23-12-2024,0,1,5,506,3,1197.97,3
2136,156,07-05-2024,0,0,0,155,5,1253.85,2
6012,157,11-04-2024,0,1,2,177,6,1391.19,2
5544,158,26-01-2024,0,0,0,789,1,295.93,2
8054,159,20-06-2024,1,0,2,409,6,1712.12,3
9963,160,25-12-2024,2,0,2,494,1,147.88,1
6978,161,28-02-2024,1,1,2,99,3,761.37,3
4682,162,30-03-2024,1,1,5,245,1,270.76,3
4657,163,06-03-2024,0,1,2,410,6,1251.49,3
4761,164,04-02-2024,1,0,0,814,7,197.03,3
8325,165,08-08-2024,1,0,4,395,4,305.41,4
3890,166,18-04-2024,1,0,5,566,4,394.1,3
2502,167,01-10-2024,1,0,2,627,7,374.68,3
4008,168,26-05-2024,0,1,1,178,1,458.63,3
1204,169,20-08-2024,0,0,1,242,5,632.95,3
1955,170,02-02-2024,0,0,0,476,1,489.49,3
1810,171,30-04-2024,1,1,2,353,5,456.74,1
7943,172,31-05-2024,1,1,5,732,6,825.76,4
7500,173,22-01-2024,2,1,0,370,4,486.38,1
7270,174,02-06-2024,0,0,1,403,4,455.57,1
5156,175,20-06-2024,1,1,0,154,1,496.86,3
7452,176,27-05-2024,1,0,4,631,1,646.61,3
2451,177,03-07-2024,0,1,3,658,7,676.24,3
9104,178,17-10-2024,0,1,5,415,6,1681.91,3
5508,179,08-10-2024,1,0,4,601,2,1707.61,2
9441,180,06-01-2024,1,0,5,874,3,480.06,2
2370,181,21-08-2024,0,0,5,360,2,1134.82,3
5475,182,25-11-2024,0,0,4,15,2,888.19,1
7266,183,14-11-2024,0,0,1,142,3,520.42,3
5460,184,28-04-2024,1,0,3,578,1,315.75,3
5014,185,12-10-2024,1,0,3,707,5,783.46,1
2495,186,19-10-2024,0,0,5,483,0,536.34,1
4428,187,13-05-2024,1,0,2,622,4,269.37,4
3148,188,13-11-2024,2,0,0,12,2,671.83,3
3713,189,18-08-2024,0,0,5,597,3,502.22,3
7152,190,01-10-2024,0,1,5,572,0,543.67,2
6671,191,29-09-2024,0,0,5,850,7,1017.34,2
6464,192,12-10-2024,0,0,2,353,6,889.74,2
4255,193,15-12-2024,1,1,0,722,6,561.28,1
9636,194,08-11-2024,1,0,2,218,4,191.56,1
1788,195,03-06-2024,1,0,5,807,1,443.67,3
4082,196,24-07-2024,0,1,0,496,5,1791.4,4
2061,197,24-08-2024,1,0,5,683,0,188.4,4
4050,198,08-11-2024,0,1,2,472,7,255.41,2
9656,199,23-05-2024,0,1,3,670,0,298.03,1
4296,200,24-04-2024,0,1,4,727,4,317.01,3
9176,201,26-09-2024,1,1,3,681,5,213.92,4
5455,202,14-12-2024,1,0,3,884,6,916.89,2
7296,203,28-11-2024,1,0,1,849,7,976.56,4
5116,204,24-02-2024,1,0,0,715,1,333.47,2
3392,205,01-12-2024,0,0,3,471,3,593.22,4
7877,206,15-10-2024,0,1,3,83,4,243.59,1
9721,207,27-02-2024,1,1,2,369,3,1386.25,2
3371,208,03-01-2024,2,0,4,545,0,354.8,3
8007,209,15-03-2024,1,1,1,864,0,660.17,3
3349,210,05-12-2024,0,0,0,284,3,479.14,4
7451,211,02-10-2024,2,1,4,871,5,1783.44,2
8100,212,28-07-2024,0,0,2,521,0,173.91,3
5043,213,18-08-2024,0,1,2,784,2,1301.52,3
7631,214,30-05-2024,0,1,1,637,7,350.27,4
3449,215,26-11-2024,0,1,3,516,6,1499.31,1
1713,216,27-02-2024,1,1,0,726,6,1086.95,1
1867,217,24-04-2024,1,1,0,563,7,330.73,1
5022,218,14-03-2024,0,1,1,730,7,222.24,3
9122,219,05-11-2024,0,1,3,403,6,1390.1,3
2148,220,16-07-2024,1,0,3,32,1,385.29,1
5101,221,06-09-2024,1,1,2,189,1,675.87,3
7335,222,01-12-2024,0,1,2,474,6,739.72,1
2821,223,12-03-2024,0,0,1,90,6,1926.47,4
7493,224,18-12-2024,1,0,3,411,2,569.02,4
3753,225,16-02-2024,2,0,4,11,1,628.99,4
8277,226,02-10-2024,0,0,5,458,6,1136.24,4
6212,227,13-09-2024,1,1,0,191,6,1076.93,1
5921,228,28-10-2024,1,1,3,670,2,1471.15,4
2590,229,27-02-2024,0,0,4,484,1,378.3,3
5168,230,16-12-2024,2,1,0,814,7,509.26,3
8708,231,16-10-2024,1,0,2,810,6,1889.33,3
1175,232,10-02-2024,1,1,5,355,2,992.27,3
7825,233,22-07-2024,1,1,2,373,4,104.17,3
5434,234,25-10-2024,0,0,5,460,3,503.11,3
7474,235,23-06-2024,1,0,4,576,6,1660.47,2
6969,236,19-05-2024,1,1,1,590,7,787.58,4
4888,237,10-04-2024,0,1,3,415,0,443.45,2
3777,238,07-07-2024,1,0,1,469,2,768.29,3
6645,239,25-12-2024,2,1,0,12,3,1464.85,2
2261,240,09-08-2024,1,0,1,65,3,566.88,1
6256,241,20-09-2024,1,1,0,384,2,1902.24,4
1852,242,11-10-2024,0,1,2,842,2,1941.97,1
6847,243,10-10-2024,0,0,3,333,2,947.09,1
6658,244,26-05-2024,0,1,0,891,1,520.82,3
1759,245,07-10-2024,1,1,4,284,1,576.32,2
7816,246,29-04-2024,1,0,5,45,5,233.01,3
4741,247,01-08-2024,2,1,0,274,5,1373.19,2
8081,248,20-04-2024,0,0,1,347,3,866.56,1
1374,249,08-12-2024,2,0,2,136,3,1341.88,1
2614,250,23-09-2024,2,1,1,359,1,327.16,3
5445,251,01-08-2024,1,1,4,524,5,423.89,4
2693,252,13-06-2024,1,0,0,177,0,624.92,3
3968,253,08-07-2024,1,1,3,722,4,66.6,3
6944,254,11-10-2024,0,1,5,152,4,220.6,3
2300,255,09-04-2024,0,1,4,748,3,468.72,3
7098,256,29-10-2024,0,0,5,107,1,662.39,1
1930,257,12-04-2024,0,1,3,241,0,656.54,4
2576,258,21-02-2024,1,1,0,323,5,967.38,2
6288,259,25-09-2024,0,1,5,257,4,144.83,3
8140,260,15-09-2024,0,0,3,590,3,824.42,2
2535,261,02-05-2024,0,1,4,255,3,594.95,1
3699,262,24-08-2024,1,0,5,116,3,461.11,3
9325,263,22-09-2024,2,1,4,144,3,937.81,2
9906,264,14-10-2024,1,0,5,806,2,1733.12,2
6228,265,13-12-2024,1,1,0,561,0,473.91,3
5022,266,07-11-2024,2,1,0,843,4,464.37,1
4121,267,09-06-2024,1,1,1,131,6,764.33,2
6511,268,25-03-2024,1,0,2,615,7,188.09,3
6317,269,05-02-2024,1,1,3,357,7,923.83,4
3652,270,28-07-2024,2,0,1,781,0,460.62,3
1205,271,31-08-2024,0,0,0,487,6,1586.25,1
2363,272,09-09-2024,1,1,0,145,7,161.91,1
9626,273,04-01-2024,1,1,0,608,2,1150.44,3
4762,274,12-09-2024,0,1,2,520,5,383.47,2
5340,275,14-10-2024,1,0,5,869,3,763.3,1
5203,276,20-09-2024,1,1,3,721,0,833.72,1
8043,277,10-07-2024,1,0,0,734,0,806.87,3
1584,278,06-01-2024,2,0,5,335,3,1072.21,2
1744,279,27-06-2024,1,1,4,354,2,1288.17,1
3482,280,23-08-2024,1,1,2,543,7,1101.56,2
5379,281,26-07-2024,2,0,2,745,3,434.75,2
7039,282,28-07-2024,0,1,0,216,7,150.61,2
5415,283,07-07-2024,0,0,3,252,7,744.74,2
4970,284,20-07-2024,1,0,0,879,7,1076.35,1
9439,285,28-04-2024,1,1,1,610,7,990.39,4
2449,286,08-08-2024,1,0,5,433,7,1122.54,4
6144,287,12-04-2024,1,0,5,185,3,1168.58,3
5879,288,28-06-2024,0,0,0,277,5,538.39,3
5260,289,31-05-2024,1,1,3,392,1,682.44,4
8267,290,17-09-2024,1,0,5,739,4,416.01,3
3402,291,22-11-2024,2,0,5,552,4,134.5,3
9583,292,19-08-2024,0,1,4,301,5,1222.14,4
3983,293,19-02-2024,1,1,2,729,0,820.28,2
5904,294,31-08-2024,1,0,4,591,4,240.51,2
5685,295,28-04-2024,1,1,3,837,6,396.72,2
8647,296,19-01-2024,0,1,3,455,1,101.19,1
4949,297,11-03-2024,0,1,4,880,6,1576.73,2
3560,298,30-12-2024,0,0,2,648,4,138.78,2
1194,299,04-06-2024,1,0,1,760,1,562.67,1
4272,300,14-03-2024,1,0,5,431,6,1333.47,4
8435,301,18-02-2024,1,1,3,172,7,459.2,2
1089,302,25-08-2024,1,0,2,448,1,151.68,3
9064,303,04-10-2024,0,0,4,764,2,948.87,3
5884,304,08-05-2024,0,0,1,712,2,1695.01,2
2262,305,07-02-2024,1,0,4,526,0,831.14,3
3719,306,09-05-2024,1,0,1,11,2,1095.74,2
5985,307,30-08-2024,1,0,2,335,1,225.72,1
3840,308,11-02-2024,1,1,4,118,2,643.12,3
1977,309,07-04-2024,2,1,4,272,4,186.04,1
6993,310,01-01-2024,2,1,1,869,7,850.01,4
7049,311,21-06-2024,1,0,3,648,0,734.44,4
2069,312,03-03-2024,0,0,5,81,4,101.94,3
3530,313,13-03-2024,0,0,4,386,5,1075.94,2
3194,314,11-02-2024,1,1,3,519,4,411.36,2
6934,315,23-09-2024,1,0,5,776,7,707.9,4
7571,316,27-06-2024,0,1,4,311,4,228.42,1
7542,317,12-12-2024,0,1,0,850,1,121.04,1
9447,318,24-05-2024,2,0,5,813,3,1479.37,2
7917,319,21-03-2024,0,0,0,800,7,580.24,2
3885,320,15-03-2024,1,1,4,304,1,411.75,1
1969,321,13-12-2024,2,1,3,417,2,637.02,2
6531,322,03-08-2024,1,1,5,358,4,363.67,1
9243,323,28-04-2024,0,0,0,793,5,1037.82,2
9775,324,26-08-2024,1,0,0,71,3,517.15,2
3071,325,22-07-2024,1,1,1,538,0,458.17,4
3127,326,11-02-2024,0,1,4,17,1,695.31,3
1336,327,13-09-2024,1,1,2,165,3,1116.82,4
2271,328,13-02-2024,0,0,5,12,1,353.44,4
5993,329,13-03-2024,1,0,0,79,0,522.2,3
5920,330,17-09-2024,2,0,0,883,5,659.04,1
4337,331,11-06-2024,1,1,5,40,4,462.41,3
3789,332,22-03-2024,2,0,2,818,6,886.53,2
8467,333,25-01-2024,1,0,5,37,2,925.18,1
5139,334,04-08-2024,1,0,1,507,0,437.32,3
8273,335,11-09-2024,1,1,0,734,1,794.09,1
9667,336,15-03-2024,0,1,1,723,4,262.88,2
3853,337,01-06-2024,2,1,2,118,7,1150.31,4
2824,338,05-05-2024,2,1,3,576,5,776.14,4
9575,339,21-11-2024,0,0,1,797,2,567.97,3
6712,340,15-10-2024,1,1,3,636,6,1821.4,2
3617,341,10-04-2024,0,0,0,264,2,1679.8,3
6596,342,06-07-2024,0,1,1,448,3,1453.67,4
5634,343,03-12-2024,0,0,0,892,1,363.81,1
9148,344,06-05-2024,1,1,4,69,4,192.9,4
3303,345,21-02-2024,0,1,4,393,4,222.75,4
9921,346,18-04-2024,0,0,4,275,2,1229.39,1
9423,347,09-08-2024,2,0,2,135,6,1719.96,3
2626,348,28-12-2024,1,0,0,395,1,601.01,1
2481,349,22-04-2024,1,0,4,204,7,560.61,3
5797,350,22-01-2024,0,1,1,540,4,159.45,1
1404,351,07-03-2024,0,1,3,192,4,439.56,2
3688,352,30-05-2024,1,0,2,312,6,870.65,2
4915,353,04-02-2024,0,0,4,146,0,809.69,2
9723,354,13-01-2024,1,1,3,425,2,1418.83,2
9930,355,27-08-2024,2,1,3,715,2,1596.37,2
2363,356,27-10-2024,0,1,1,606,1,649.88,2
9024,357,26-03-2024,1,0,1,128,2,546.99,2
1818,358,09-07-2024,1,1,3,462,0,345.48,3
7736,359,28-07-2024,0,1,4,436,6,1111.54,3
8609,360,31-08-2024,1,0,3,305,0,675.09,4
9016,361,23-12-2024,1,1,2,737,6,1683.55,3
3010,362,19-11-2024,0,0,2,559,6,1854.95,4
9040,363,25-04-2024,1,0,0,542,3,823.99,1
2043,364,22-12-2024,1,1,0,317,1,208.7,4
5669,365,13-01-2024,1,1,3,674,7,1095.88,3
5225,366,17-12-2024,2,1,4,718,0,435.82,3
3843,367,22-02-2024,1,1,1,98,3,1463.7,3
1199,368,11-02-2024,0,1,2,641,5,259.68,3
7947,369,13-02-2024,2,1,5,744,0,163.82,2
4019,370,14-02-2024,1,0,3,378,2,1111.92,3
6954,371,18-06-2024,0,0,4,537,5,1486.36,2
4691,372,21-08-2024,0,0,2,832,1,791.58,1
4362,373,28-09-2024,0,1,2,4,6,1968.43,3
8975,374,06-01-2024,0,0,1,569,1,539.58,4
1850,375,18-04-2024,1,0,0,739,6,1063.34,1
7628,376,18-02-2024,0,1,2,230,7,922.32,3
7720,377,23-02-2024,2,1,2,590,7,985.4,4
4419,378,29-09-2024,1,1,3,503,5,222.59,2
3361,379,21-08-2024,0,1,2,14,5,756.88,3
1047,380,17-03-2024,2,0,1,48,4,135.49,1
9430,381,19-04-2024,1,0,3,707,1,290.23,3
9528,382,03-12-2024,0,1,3,399,3,1275.1,4
3168,383,28-07-2024,0,1,2,887,3,664.9,3
1287,384,28-03-2024,1,1,3,747,3,1497.35,1
2104,385,06-12-2024,1,1,2,584,0,283.03,4
1608,386,13-03-2024,1,0,1,368,6,957.95,4
8479,387,16-04-2024,1,0,0,761,2,1345.74,3
9026,388,09-09-2024,1,1,0,189,6,1134.19,2
2379,389,06-07-2024,1,1,5,773,4,432.88,4
7719,390,26-01-2024,1,0,3,400,5,1279.53,3
2613,391,21-10-2024,1,1,1,894,5,1197.82,2
4304,392,24-03-2024,0,1,0,569,7,1015.3,3
6393,393,09-09-2024,1,0,4,228,5,1723.89,2
7478,394,02-05-2024,1,0,5,501,7,609.4,2
8870,395,01-10-2024,1,0,2,429,1,523.6,2
1403,396,23-11-2024,0,0,1,313,2,1651.31,4
2767,397,08-10-2024,1,1,5,359,5,1177.58,3
3524,398,02-12-2024,0,1,4,537,4,63.31,1
3792,399,16-07-2024,1,0,5,629,6,1075.25,2
9981,400,24-01-2024,0,1,1,164,6,1451.03,1
7995,401,14-07-2024,2,0,4,570,4,326.18,3
3883,402,17-06-2024,0,1,1,276,1,570.7,4
9745,403,19-09-2024,1,1,1,408,0,569.81,4
5493,404,31-03-2024,1,1,3,103,6,1480.27,3
5506,405,11-09-2024,0,0,2,835,7,324.18,3
4902,406,10-06-2024,1,1,0,796,1,529.24,2
2294,407,01-09-2024,2,1,2,811,5,1266.68,3
9408,408,02-06-2024,1,1,3,396,5,272.89,2
1125,409,19-05-2024,2,1,5,117,1,799.81,2
2568,410,19-03-2024,1,1,2,288,2,739.67,1
3066,411,29-10-2024,2,0,1,408,4,169.04,2
3513,412,26-01-2024,1,0,4,108,1,673.55,1
2186,413,27-03-2024,1,0,0,6,2,1241.45,4
1161,414,04-06-2024,1,1,4,748,4,481.85,1
7098,415,26-02-2024,1,1,5,529,0,986.48,2
9722,416,30-11-2024,1,1,0,282,4,84.93,1
2096,417,05-05-2024,1,0,2,775,7,314.71,1
3668,418,29-03-2024,1,1,1,337,7,322.79,1
5556,419,02-04-2024,1,0,4,562,0,423.05,2
9346,420,10-03-2024,0,0,1,888,6,887.88,1
7247,421,30-08-2024,1,1,4,287,2,1535.28,1
7894,422,24-06-2024,1,1,3,481,2,1809.4,1
6229,423,25-03-2024,0,0,4,825,2,885.96,1
4752,424,14-11-2024,0,1,4,53,0,447.45,1
2797,425,27-08-2024,0,1,4,768,4,205.5,4
8777,426,27-05-2024,1,0,0,255,1,445.27,3
8236,427,06-07-2024,0,1,4,792,1,319.52,1
1225,428,27-08-2024,0,0,5,561,6,1983.25,1
7437,429,25-02-2024,0,1,2,665,1,726.9,3
1759,430,22-10-2024,0,1,1,172,7,1009.88,2
7650,431,04-04-2024,0,0,5,77,3,992.15,4
8432,432,11-01-2024,0,0,3,468,7,377.17,1
2179,433,09-07-2024,1,0,0,524,1,284.28,1
4904,434,15-11-2024,1,1,1,208,3,1467.53,2
2113,435,24-09-2024,2,1,3,499,1,185.24,1
6104,436,22-04-2024,0,1,5,303,6,1021.49,3
9347,437,25-05-2024,0,1,0,837,7,835.82,2
1727,438,05-08-2024,0,1,2,362,7,335.67,1
4577,439,25-03-2024,1,1,1,720,2,1034.18,1
9757,440,26-10-2024,0,0,2,147,3,367.18,2
3708,441,17-04-2024,0,0,0,220,6,1441.19,2
2189,442,20-03-2024,1,0,2,665,4,303.89,3
5396,443,04-02-2024,0,0,4,681,4,223.98,3
5574,444,10-09-2024,1,0,4,603,3,694.2,2
6965,445,10-01-2024,1,0,4,338,5,1104.41,2
3823,446,20-10-2024,1,1,3,891,7,609.59,4
9599,447,21-12-2024,0,0,4,341,6,903.02,3
5688,448,10-02-2024,0,0,4,102,5,830.41,1
3577,449,05-02-2024,1,1,0,820,2,1661.5,2
9641,450,07-12-2024,0,1,3,491,2,598.8,2
9322,451,15-02-2024,0,0,1,72,1,379.22,1
5491,452,28-05-2024,1,1,2,66,2,890.48,2
1223,453,13-11-2024,0,1,2,152,5,467.9,2
6371,454,20-02-2024,0,0,4,664,3,893.16,2
5996,455,30-08-2024,1,0,2,372,6,784.18,3
2333,456,19-05-2024,1,0,1,204,6,1888.71,1
6705,457,08-06-2024,0,0,1,398,4,448.03,3
8566,458,05-12-2024,1,1,2,564,5,313.22,3
1952,459,24-08-2024,2,1,0,816,7,939.14,1
7509,460,26-04-2024,0,0,0,748,2,1881.79,4
2262,461,07-12-2024,1,0,4,569,3,461.18,1
7738,462,30-07-2024,0,0,2,93,6,1972.79,4
4771,463,06-02-2024,2,1,4,514,7,987.71,1
1058,464,23-05-2024,0,1,5,751,6,1798.33,3
9695,465,29-03-2024,0,0,5,644,2,1912.9,3
2493,466,22-08-2024,2,1,5,354,2,578.62,1
6363,467,10-11-2024,1,0,3,59,6,1094.91,4
2633,468,15-01-2024,0,1,4,882,2,1556.85,1
9396,469,11-10-2024,1,0,4,474,2,1490.12,3
7644,470,30-11-2024,1,1,5,177,7,331.24,2
8238,471,28-12-2024,1,1,1,616,7,321.1,3
4888,472,29-08-2024,0,1,1,583,1,422.39,1
5205,473,24-04-2024,0,1,0,766,4,369.32,3
6708,474,23-02-2024,2,0,2,143,3,989.33,2
8062,475,10-12-2024,0,0,3,14,6,518.07,2
8621,476,30-05-2024,0,1,0,681,0,848.07,4
1160,477,05-05-2024,0,1,3,237,3,807.06,3
6971,478,24-09-2024,0,1,5,505,7,544.65,2
1982,479,18-09-2024,1,1,4,191,3,1212.63,1
3591,480,22-10-2024,0,1,1,294,6,1668.02,2
8464,481,18-11-2024,0,1,4,775,3,1342.34,2
3254,482,16-11-2024,0,1,1,28,3,1330.88,2
8170,483,03-03-2024,0,0,5,354,5,568.98,2
5166,484,02-03-2024,0,0,5,307,1,489.05,3
3093,485,16-03-2024,0,0,0,852,0,732.89,3
4007,486,16-08-2024,1,0,1,761,5,923.44,2
5776,487,31-07-2024,0,1,5,685,2,1202.69,3
7885,488,08-11-2024,0,1,1,349,3,1067.98,3
6453,489,03-11-2024,1,1,3,775,7,571.07,1
9398,490,23-10-2024,1,1,1,200,3,1132.31,4
